Chromosome	Start	Ratio	MedianRatio	CopyNumber
17	1	0.757136	0.912496	2
17	50001	0.893043	0.912496	2
17	100001	0.645151	0.912496	2
17	150001	0.828258	0.912496	2
17	200001	0.701565	0.912496	2
17	250001	1.00343	0.912496	2
17	300001	-1	0.912496	2
17	350001	0.0224567	0.912496	2
17	400001	0.797281	0.912496	2
17	450001	0.819149	0.912496	2
17	500001	0.748318	0.912496	2
17	550001	0.666476	0.912496	2
17	600001	0.705062	0.912496	2
17	650001	1.02124	0.912496	2
17	700001	0.800941	0.912496	2
17	750001	0.612738	0.912496	2
17	800001	0.893271	0.912496	2
17	850001	0.601646	0.912496	2
17	900001	0.303473	0.912496	2
17	950001	0.756866	0.912496	2
17	1000001	0.731442	0.912496	2
17	1050001	0.667891	0.912496	2
17	1100001	0.679147	0.912496	2
17	1150001	0.460648	0.912496	2
17	1200001	0.729151	0.912496	2
17	1250001	1.31814	0.912496	2
17	1300001	0.934198	0.912496	2
17	1350001	0.404803	0.912496	2
17	1400001	1.19317	0.912496	2
17	1450001	0.594833	0.912496	2
17	1500001	0.598666	0.912496	2
17	1550001	0.885153	0.912496	2
17	1600001	0.44068	0.912496	2
17	1650001	0.538572	0.912496	2
17	1700001	0.508643	0.912496	2
17	1750001	1.17514	0.912496	2
17	1800001	0.963146	0.912496	2
17	1850001	0.83284	0.912496	2
17	1900001	0.518187	0.912496	2
17	1950001	0.96188	0.912496	2
17	2000001	1.08691	0.912496	2
17	2050001	1.05256	0.912496	2
17	2100001	0.995614	0.912496	2
17	2150001	1.00866	0.912496	2
17	2200001	1.00337	0.912496	2
17	2250001	0.500504	0.912496	2
17	2300001	0.702941	0.912496	2
17	2350001	1.29737	0.912496	2
17	2400001	0.838887	0.912496	2
17	2450001	0.641092	0.912496	2
17	2500001	1.50379	0.912496	2
17	2550001	1.03468	0.912496	2
17	2600001	0.7082	0.912496	2
17	2650001	1.05091	0.912496	2
17	2700001	0.828959	0.912496	2
17	2750001	0.615866	0.912496	2
17	2800001	0.827054	0.912496	2
17	2850001	0.955835	0.912496	2
17	2900001	0.767113	0.912496	2
17	2950001	1.03862	0.912496	2
17	3000001	0.907786	0.912496	2
