Chromosome	Start	Ratio	MedianRatio	CopyNumber
7	1	-1	-1	1
7	50001	0.643006	0.643006	1
7	100001	0.729789	0.643006	1
7	150001	0.493165	0.643006	1
7	200001	0.108888	0.643006	1
7	250001	0	0.643006	1
7	300001	-1	0.643006	1
7	350001	-1	0.643006	1
7	400001	-1	0.643006	1
7	450001	-1	0.643006	1
7	500001	0.82356	0.643006	1
7	550001	0.533527	0.643006	1
7	600001	0.583399	0.643006	1
7	650001	0.978686	0.643006	1
7	700001	0.867825	0.643006	1
7	750001	0.952878	0.643006	1
7	800001	0.57456	0.643006	1
7	850001	0.66161	0.643006	1
7	900001	2.47827	2.47827	5
7	950001	0.872281	1.02317	2
7	1000001	1.23227	1.02317	2
7	1050001	1.05897	1.02317	2
7	1100001	0.367082	1.02317	2
7	1150001	0.87983	1.02317	2
7	1200001	1.03857	1.02317	2
7	1250001	1.02112	1.02317	2
7	1300001	0.720353	1.02317	2
7	1350001	1.02522	1.02317	2
7	1400001	1.04024	1.02317	2
7	1450001	3.60954	3.60954	7
7	1500001	0.529831	0.996934	2
7	1550001	0.884032	0.996934	2
7	1600001	0.865077	0.996934	2
7	1650001	1.18839	0.996934	2
7	1700001	0.863117	0.996934	2
7	1750001	0.606896	0.996934	2
7	1800001	0.868594	0.996934	2
7	1850001	1.39582	0.996934	2
7	1900001	0.930906	0.996934	2
7	1950001	0.889983	0.996934	2
7	2000001	0.617453	0.996934	2
7	2050001	1.18515	0.996934	2
7	2100001	0.97137	0.996934	2
7	2150001	0.535414	0.996934	2
7	2200001	1.33755	0.996934	2
7	2250001	1.0203	0.996934	2
7	2300001	0.714136	0.996934	2
7	2350001	0.948406	0.996934	2
7	2400001	0.770993	0.996934	2
7	2450001	1.06707	0.996934	2
7	2500001	1.67411	0.996934	2
7	2550001	0.373546	0.996934	2
7	2600001	1.28795	0.996934	2
7	2650001	0.847943	0.996934	2
7	2700001	0.725131	0.996934	2
7	2750001	0.949767	0.996934	2
7	2800001	1.24421	0.996934	2
7	2850001	1.02419	0.996934	2
7	2900001	1.00315	0.996934	2
7	2950001	0.808206	0.996934	2
7	3000001	0.72923	0.996934	2
7	3050001	0.88878	0.996934	2
7	3100001	0.913865	0.996934	2
7	3150001	0.932744	0.996934	2
7	3200001	0.65933	0.996934	2
7	3250001	1.15704	0.996934	2
7	3300001	1.06347	0.996934	2
7	3350001	1.14047	0.996934	2
7	3400001	0.814858	0.996934	2
7	3450001	1.07455	0.996934	2
7	3500001	0.97463	0.996934	2
7	3550001	1.11353	0.996934	2
7	3600001	1.05403	0.996934	2
7	3650001	0.957995	0.996934	2
7	3700001	0.615097	0.996934	2
7	3750001	0.992074	0.996934	2
7	3800001	1.03341	0.996934	2
7	3850001	0.820592	0.996934	2
7	3900001	1.1323	0.996934	2
7	3950001	1.0277	0.996934	2
7	4000001	0.8806	0.996934	2
7	4050001	1.17365	0.996934	2
7	4100001	0.847239	0.996934	2
7	4150001	0.89911	0.996934	2
7	4200001	0.924754	0.996934	2
7	4250001	0.902588	0.996934	2
7	4300001	0.583239	0.996934	2
7	4350001	0.878356	0.996934	2
7	4400001	0.729031	0.996934	2
7	4450001	0.860667	0.996934	2
7	4500001	1.08841	0.996934	2
7	4550001	0.898225	0.996934	2
7	4600001	1.197	0.996934	2
7	4650001	0.84679	0.996934	2
7	4700001	0.911309	0.996934	2
7	4750001	0.619653	0.996934	2
7	4800001	0.705189	0.996934	2
7	4850001	0.737813	0.996934	2
7	4900001	1.0938	0.996934	2
7	4950001	0.713352	0.996934	2
7	5000001	1.23625	0.996934	2
7	5050001	1.14213	0.996934	2
7	5100001	0.762167	0.996934	2
7	5150001	1.03466	0.996934	2
7	5200001	0.967998	0.996934	2
7	5250001	1.08386	0.996934	2
7	5300001	0.526077	0.996934	2
7	5350001	0.929011	0.996934	2
7	5400001	0.615207	0.996934	2
7	5450001	1.18754	0.996934	2
7	5500001	0.541917	0.996934	2
7	5550001	1.17085	0.996934	2
7	5600001	0.817085	0.996934	2
7	5650001	0.949288	0.996934	2
7	5700001	1.07762	0.996934	2
7	5750001	0.906936	0.996934	2
7	5800001	0.876951	0.996934	2
7	5850001	0.89374	0.996934	2
7	5900001	1.08853	0.996934	2
7	5950001	1.05563	0.996934	2
7	6000001	0.882604	0.996934	2
7	6050001	1.0634	0.996934	2
7	6100001	0.929579	0.996934	2
7	6150001	1.14067	0.996934	2
7	6200001	0.760988	0.996934	2
7	6250001	1.08159	0.996934	2
7	6300001	0.845471	0.996934	2
7	6350001	0.909858	0.996934	2
7	6400001	1.19496	0.996934	2
7	6450001	0.781771	0.996934	2
7	6500001	1.22507	0.996934	2
7	6550001	0.876702	0.996934	2
7	6600001	1.38229	0.996934	2
7	6650001	0.517299	0.996934	2
7	6700001	1.0802	0.996934	2
7	6750001	0.968717	0.996934	2
