Chromosome	Start	Ratio	MedianRatio	CopyNumber
19	1	-1	-1	3
19	50001	0.987945	1.26649	3
19	100001	1.88735	1.26649	3
19	150001	1.37185	1.26649	3
19	200001	1.44164	1.26649	3
19	250001	1.16112	1.26649	3
19	300001	0.664606	1.26649	3
19	350001	9.36825	5.21805	10
19	400001	2.0213	5.21805	10
19	450001	5.58876	5.21805	10
19	500001	4.84734	5.21805	10
19	550001	0	0.588246	1
19	600001	0.497714	0.588246	1
19	650001	1.30558	0.588246	1
19	700001	0.678778	0.588246	1
19	750001	1.69874	0.588246	1
19	800001	0	0.588246	1
19	850001	6.09493	6.09493	12
19	900001	0.840321	0	0
19	950001	0	0	0
19	1000001	0	0	0
19	1050001	0	0	0
19	1100001	0.572292	0	0
19	1150001	0	0	0
19	1200001	0	0	0
19	1250001	0.3878	0	0
19	1300001	0.515481	0	0
19	1350001	2.00189	1.22392	2
19	1400001	0	1.22392	2
19	1450001	0.825955	1.22392	2
19	1500001	1.62188	1.22392	2
19	1550001	1.9548	1.22392	2
19	1600001	0.62067	1.22392	2
19	1650001	0.612597	1.22392	2
19	1700001	2.12669	1.22392	2
19	1750001	15.7584	15.7584	32
19	1800001	1.69748	1.01435	2
19	1850001	1.37529	1.01435	2
19	1900001	1.45724	1.01435	2
19	1950001	0.31	1.01435	2
19	2000001	1.29786	1.01435	2
19	2050001	0.874978	1.01435	2
19	2100001	0.728977	1.01435	2
19	2150001	0	1.01435	2
19	2200001	1.09469	1.01435	2
19	2250001	1.50985	1.01435	2
19	2300001	0.50484	1.01435	2
19	2350001	1.37809	1.01435	2
19	2400001	0.850668	1.01435	2
19	2450001	1.02158	1.01435	2
19	2500001	0.956343	1.01435	2
19	2550001	1.19394	1.01435	2
19	2600001	0.743045	1.01435	2
19	2650001	0.902452	1.01435	2
19	2700001	1.32305	1.01435	2
19	2750001	0.8023	1.01435	2
19	2800001	0.840982	1.01435	2
19	2850001	1.17414	1.01435	2
19	2900001	1.13854	1.01435	2
19	2950001	1.13697	1.01435	2
19	3000001	1.1225	1.01435	2
19	3050001	0.89285	1.01435	2
19	3100001	1.00636	1.01435	2
19	3150001	0.856779	1.01435	2
19	3200001	0.731865	1.01435	2
19	3250001	0.733537	1.01435	2
19	3300001	1.40623	1.01435	2
19	3350001	0.884761	1.01435	2
19	3400001	1.19267	1.01435	2
19	3450001	3.77122	1.01435	2
