Chromosome	Start	Ratio	MedianRatio	CopyNumber
10	1	-1	-1	2
10	50001	1.123	0.996357	2
10	100001	1.11269	0.996357	2
10	150001	0.999006	0.996357	2
10	200001	0.85405	0.996357	2
10	250001	0.921816	0.996357	2
10	300001	1.10607	0.996357	2
10	350001	0.701707	0.996357	2
10	400001	0.657252	0.996357	2
10	450001	0.859916	0.996357	2
10	500001	0.6395	0.996357	2
10	550001	0.886771	0.996357	2
10	600001	1.00854	0.996357	2
10	650001	0.629581	0.996357	2
10	700001	1.05954	0.996357	2
10	750001	1.01694	0.996357	2
10	800001	0.812411	0.996357	2
10	850001	1.01781	0.996357	2
10	900001	1.15708	0.996357	2
10	950001	1.09322	0.996357	2
10	1000001	0.927108	0.996357	2
10	1050001	0.989814	0.996357	2
10	1100001	1.09335	0.996357	2
10	1150001	0.945386	0.996357	2
10	1200001	0.789609	0.996357	2
10	1250001	0.921863	0.996357	2
10	1300001	0.961553	0.996357	2
10	1350001	0.967913	0.996357	2
10	1400001	0.922619	0.996357	2
10	1450001	0.861871	0.996357	2
10	1500001	0.660632	0.996357	2
10	1550001	0.971907	0.996357	2
10	1600001	1.09502	0.996357	2
10	1650001	0.955808	0.996357	2
10	1700001	0.962274	0.996357	2
10	1750001	0.906319	0.996357	2
10	1800001	1.06225	0.996357	2
10	1850001	1.30072	0.996357	2
10	1900001	1.17926	0.996357	2
10	1950001	1.00469	0.996357	2
10	2000001	1.18823	0.996357	2
10	2050001	1.17181	0.996357	2
10	2100001	0.960035	0.996357	2
10	2150001	0.960484	0.996357	2
10	2200001	1.08991	0.996357	2
10	2250001	0.935277	0.996357	2
10	2300001	1.24754	0.996357	2
10	2350001	0.873585	0.996357	2
10	2400001	0.884057	0.996357	2
10	2450001	1.11297	0.996357	2
10	2500001	0.88039	0.996357	2
10	2550001	0.775709	0.996357	2
10	2600001	0.997886	0.996357	2
10	2650001	0.924198	0.996357	2
10	2700001	0.816178	0.996357	2
10	2750001	0.897069	0.996357	2
10	2800001	1.01105	0.996357	2
10	2850001	0.839595	0.996357	2
10	2900001	1.09439	0.996357	2
10	2950001	1.39684	0.996357	2
10	3000001	1.18234	0.996357	2
10	3050001	1.00504	0.996357	2
10	3100001	0.658017	0.996357	2
10	3150001	0.501469	0.996357	2
10	3200001	1.09009	0.996357	2
10	3250001	0.724339	0.996357	2
10	3300001	0.713712	0.996357	2
10	3350001	1.04987	0.996357	2
10	3400001	0.701881	0.996357	2
10	3450001	1.04428	0.996357	2
10	3500001	1.289	0.996357	2
10	3550001	1.16893	0.996357	2
10	3600001	1.04034	0.996357	2
10	3650001	1.31323	0.996357	2
10	3700001	1.28502	0.996357	2
10	3750001	0.762727	0.996357	2
10	3800001	1.18667	0.996357	2
10	3850001	0.856537	0.996357	2
10	3900001	1.12742	0.996357	2
10	3950001	0.87682	0.996357	2
10	4000001	1.10504	0.996357	2
10	4050001	0.931269	0.996357	2
10	4100001	0.940882	0.996357	2
10	4150001	1.02235	0.996357	2
10	4200001	0.985146	0.996357	2
10	4250001	1.00288	0.996357	2
10	4300001	1.20725	0.996357	2
10	4350001	0.794092	0.996357	2
10	4400001	0.774653	0.996357	2
10	4450001	0.797659	0.996357	2
10	4500001	1.06911	0.996357	2
10	4550001	0.950039	0.996357	2
10	4600001	1.24215	0.996357	2
10	4650001	1.18172	0.996357	2
10	4700001	1.21949	0.996357	2
10	4750001	1.43403	0.996357	2
10	4800001	1.09381	0.996357	2
10	4850001	0.826349	0.996357	2
10	4900001	1.27811	0.996357	2
10	4950001	1.37682	0.996357	2
10	5000001	1.10033	0.996357	2
10	5050001	1.34811	0.996357	2
10	5100001	1.16447	0.996357	2
10	5150001	1.19113	0.996357	2
10	5200001	1.41294	0.996357	2
10	5250001	1.13252	0.996357	2
10	5300001	1.26481	0.996357	2
10	5350001	1.38266	0.996357	2
10	5400001	0.837193	0.996357	2
10	5450001	1.10392	0.996357	2
10	5500001	1.12492	0.996357	2
10	5550001	0.712526	0.996357	2
10	5600001	-1	0.996357	2
10	5650001	-1	0.996357	2
10	5700001	1.25345	0.996357	2
10	5750001	1.02003	0.996357	2
10	5800001	0.998945	0.996357	2
10	5850001	0.752481	0.996357	2
10	5900001	1.13896	0.996357	2
10	5950001	0.615673	0.996357	2
10	6000001	0.928307	0.996357	2
10	6050001	1.20623	0.996357	2
10	6100001	1.03409	0.996357	2
10	6150001	0.954391	0.996357	2
10	6200001	0.983662	0.996357	2
10	6250001	0.918514	0.996357	2
10	6300001	1.40488	0.996357	2
10	6350001	1.14975	0.996357	2
10	6400001	1.18124	0.996357	2
10	6450001	1.12896	0.996357	2
10	6500001	0.807445	0.996357	2
10	6550001	0.8452	0.996357	2
10	6600001	0.823677	0.996357	2
10	6650001	1.37125	0.996357	2
10	6700001	1.0049	0.996357	2
10	6750001	1.20056	0.996357	2
10	6800001	1.25908	0.996357	2
10	6850001	1.03744	0.996357	2
10	6900001	0.775256	0.996357	2
10	6950001	1.10725	0.996357	2
10	7000001	0.753641	0.996357	2
10	7050001	1.22291	0.996357	2
10	7100001	1.06615	0.996357	2
10	7150001	1.00321	0.996357	2
10	7200001	0.751342	0.996357	2
10	7250001	1.18053	0.996357	2
10	7300001	1.00615	0.996357	2
10	7350001	0.696282	0.996357	2
10	7400001	1.03302	0.996357	2
10	7450001	0.87945	0.996357	2
10	7500001	0.818074	0.996357	2
10	7550001	1.0125	0.996357	2
10	7600001	1.44681	0.996357	2
10	7650001	0.890183	0.996357	2
10	7700001	0.877217	0.996357	2
10	7750001	1.18945	0.996357	2
10	7800001	1.06232	0.996357	2
10	7850001	0.976937	0.996357	2
10	7900001	0.920673	0.996357	2
10	7950001	1.00006	0.996357	2
10	8000001	0.964195	0.996357	2
10	8050001	0.644389	0.996357	2
10	8100001	1.10411	0.996357	2
10	8150001	0.942936	0.996357	2
10	8200001	1.114	0.996357	2
10	8250001	1.18972	0.996357	2
10	8300001	1.17524	0.996357	2
10	8350001	0.638001	0.996357	2
10	8400001	1.12649	0.996357	2
10	8450001	1.21985	0.996357	2
10	8500001	0.974902	0.996357	2
10	8550001	1.11965	0.996357	2
10	8600001	0.879426	0.996357	2
10	8650001	0.930361	0.996357	2
10	8700001	1.04599	0.996357	2
10	8750001	0.774514	0.996357	2
10	8800001	1.12307	0.996357	2
10	8850001	0.8654	0.996357	2
10	8900001	0.931536	0.996357	2
10	8950001	0.91202	0.996357	2
10	9000001	1.06049	0.996357	2
10	9050001	1.1464	0.996357	2
10	9100001	1.0599	0.996357	2
10	9150001	0.853216	0.996357	2
10	9200001	1.13353	0.996357	2
10	9250001	0.940282	0.996357	2
10	9300001	0.868363	0.996357	2
10	9350001	0.813026	0.996357	2
10	9400001	0.90973	0.996357	2
10	9450001	0.851641	0.996357	2
10	9500001	1.04644	0.996357	2
10	9550001	0.95203	0.996357	2
10	9600001	0.948682	0.996357	2
10	9650001	0.781756	0.996357	2
10	9700001	0.999129	0.996357	2
10	9750001	0.859755	0.996357	2
10	9800001	1.60337	0.996357	2
10	9850001	1.15236	0.996357	2
10	9900001	0.755089	0.996357	2
10	9950001	0.932112	0.996357	2
10	10000001	1.00807	0.996357	2
10	10050001	0.877041	0.996357	2
10	10100001	0.919389	0.996357	2
10	10150001	0.967864	0.996357	2
10	10200001	0.774316	0.996357	2
10	10250001	0.781248	0.996357	2
10	10300001	0.840829	0.996357	2
10	10350001	0.906725	0.996357	2
10	10400001	1.12261	0.996357	2
10	10450001	0.920503	0.996357	2
10	10500001	0.832479	0.996357	2
10	10550001	0.795587	0.996357	2
10	10600001	1.17023	0.996357	2
10	10650001	1.10504	0.996357	2
10	10700001	0.987381	0.996357	2
10	10750001	0.968391	0.996357	2
10	10800001	1.06764	0.996357	2
10	10850001	0.873185	0.996357	2
10	10900001	1.02359	0.996357	2
10	10950001	0.911125	0.996357	2
10	11000001	0.800272	0.996357	2
10	11050001	0.916112	0.996357	2
10	11100001	0.898363	0.996357	2
10	11150001	1.25891	0.996357	2
10	11200001	1.05624	0.996357	2
10	11250001	1.08922	0.996357	2
10	11300001	0.733931	0.996357	2
10	11350001	1.02988	0.996357	2
10	11400001	0.827917	0.996357	2
10	11450001	1.25908	0.996357	2
10	11500001	1.02212	0.996357	2
10	11550001	0.988716	0.996357	2
10	11600001	1.33553	0.996357	2
10	11650001	1.02701	0.996357	2
10	11700001	0.808061	0.996357	2
10	11750001	0.966946	0.996357	2
10	11800001	0.784859	0.996357	2
10	11850001	0.886677	0.996357	2
10	11900001	0.88188	0.996357	2
10	11950001	1.56331	0.996357	2
10	12000001	0.628007	0.996357	2
10	12050001	1.06623	0.996357	2
10	12100001	0.948815	0.996357	2
10	12150001	1.06007	0.996357	2
10	12200001	1.23882	0.996357	2
10	12250001	0.761441	0.996357	2
10	12300001	1.07987	0.996357	2
10	12350001	0.770133	0.996357	2
10	12400001	0.947442	0.996357	2
10	12450001	0.964653	0.996357	2
10	12500001	0.991004	0.996357	2
10	12550001	1.00816	0.996357	2
