Chromosome	Start	Ratio	MedianRatio	CopyNumber
13	1	-1	-1	0
13	50001	-1	-1	0
13	100001	-1	-1	0
13	150001	-1	-1	0
13	200001	-1	-1	0
13	250001	-1	-1	0
13	300001	-1	-1	0
13	350001	-1	-1	0
13	400001	-1	-1	0
13	450001	-1	-1	0
13	500001	-1	-1	0
13	550001	-1	-1	0
13	600001	-1	-1	0
13	650001	-1	-1	0
13	700001	-1	-1	0
13	750001	-1	-1	0
13	800001	-1	-1	0
13	850001	-1	-1	0
13	900001	-1	-1	0
13	950001	-1	-1	0
13	1000001	-1	-1	0
13	1050001	-1	-1	0
13	1100001	-1	-1	0
13	1150001	-1	-1	0
13	1200001	-1	-1	0
13	1250001	-1	-1	0
13	1300001	-1	-1	0
13	1350001	-1	-1	0
13	1400001	-1	-1	0
13	1450001	-1	-1	0
13	1500001	-1	-1	0
13	1550001	-1	-1	0
13	1600001	-1	-1	0
13	1650001	-1	-1	0
13	1700001	-1	-1	0
13	1750001	-1	-1	0
13	1800001	-1	-1	0
13	1850001	-1	-1	0
13	1900001	-1	-1	0
13	1950001	-1	-1	0
13	2000001	-1	-1	0
13	2050001	-1	-1	0
13	2100001	-1	-1	0
13	2150001	-1	-1	0
13	2200001	-1	-1	0
13	2250001	-1	-1	0
13	2300001	-1	-1	0
13	2350001	-1	-1	0
13	2400001	-1	-1	0
13	2450001	-1	-1	0
13	2500001	-1	-1	0
13	2550001	-1	-1	0
13	2600001	-1	-1	0
13	2650001	-1	-1	0
13	2700001	-1	-1	0
13	2750001	-1	-1	0
13	2800001	-1	-1	0
13	2850001	-1	-1	0
13	2900001	-1	-1	0
13	2950001	-1	-1	0
13	3000001	-1	-1	0
13	3050001	-1	-1	0
13	3100001	-1	-1	0
13	3150001	-1	-1	0
13	3200001	-1	-1	0
13	3250001	-1	-1	0
13	3300001	-1	-1	0
13	3350001	-1	-1	0
13	3400001	-1	-1	0
13	3450001	-1	-1	0
13	3500001	-1	-1	0
13	3550001	-1	-1	0
13	3600001	-1	-1	0
13	3650001	-1	-1	0
13	3700001	-1	-1	0
13	3750001	-1	-1	0
13	3800001	-1	-1	0
13	3850001	-1	-1	0
13	3900001	-1	-1	0
13	3950001	-1	-1	0
13	4000001	-1	-1	0
13	4050001	-1	-1	0
13	4100001	-1	-1	0
13	4150001	-1	-1	0
13	4200001	-1	-1	0
13	4250001	-1	-1	0
13	4300001	-1	-1	0
13	4350001	-1	-1	0
13	4400001	-1	-1	0
13	4450001	-1	-1	0
13	4500001	-1	-1	0
13	4550001	-1	-1	0
13	4600001	-1	-1	0
13	4650001	-1	-1	0
13	4700001	-1	-1	0
13	4750001	-1	-1	0
13	4800001	-1	-1	0
13	4850001	-1	-1	0
13	4900001	-1	-1	0
13	4950001	-1	-1	0
13	5000001	-1	-1	0
13	5050001	-1	-1	0
13	5100001	-1	-1	0
13	5150001	-1	-1	0
13	5200001	-1	-1	0
13	5250001	-1	-1	0
13	5300001	-1	-1	0
13	5350001	-1	-1	0
13	5400001	-1	-1	0
13	5450001	-1	-1	0
13	5500001	-1	-1	0
13	5550001	-1	-1	0
13	5600001	-1	-1	0
13	5650001	-1	-1	0
13	5700001	-1	-1	0
13	5750001	-1	-1	0
13	5800001	-1	-1	0
13	5850001	-1	-1	0
13	5900001	-1	-1	0
13	5950001	-1	-1	0
13	6000001	-1	-1	0
13	6050001	-1	-1	0
13	6100001	-1	-1	0
13	6150001	-1	-1	0
13	6200001	-1	-1	0
13	6250001	-1	-1	0
13	6300001	-1	-1	0
13	6350001	-1	-1	0
13	6400001	-1	-1	0
13	6450001	-1	-1	0
13	6500001	-1	-1	0
13	6550001	-1	-1	0
13	6600001	-1	-1	0
13	6650001	-1	-1	0
13	6700001	-1	-1	0
13	6750001	-1	-1	0
13	6800001	-1	-1	0
13	6850001	-1	-1	0
13	6900001	-1	-1	0
13	6950001	-1	-1	0
13	7000001	-1	-1	0
13	7050001	-1	-1	0
13	7100001	-1	-1	0
13	7150001	-1	-1	0
13	7200001	-1	-1	0
13	7250001	-1	-1	0
13	7300001	-1	-1	0
13	7350001	-1	-1	0
13	7400001	-1	-1	0
13	7450001	-1	-1	0
13	7500001	-1	-1	0
13	7550001	-1	-1	0
13	7600001	-1	-1	0
13	7650001	-1	-1	0
13	7700001	-1	-1	0
13	7750001	-1	-1	0
13	7800001	-1	-1	0
13	7850001	-1	-1	0
13	7900001	-1	-1	0
13	7950001	-1	-1	0
13	8000001	-1	-1	0
13	8050001	-1	-1	0
13	8100001	-1	-1	0
13	8150001	-1	-1	0
13	8200001	-1	-1	0
13	8250001	-1	-1	0
13	8300001	-1	-1	0
13	8350001	-1	-1	0
13	8400001	-1	-1	0
13	8450001	-1	-1	0
13	8500001	-1	-1	0
13	8550001	-1	-1	0
13	8600001	-1	-1	0
13	8650001	-1	-1	0
13	8700001	-1	-1	0
13	8750001	-1	-1	0
13	8800001	-1	-1	0
13	8850001	-1	-1	0
13	8900001	-1	-1	0
13	8950001	-1	-1	0
13	9000001	-1	-1	0
13	9050001	-1	-1	0
13	9100001	-1	-1	0
13	9150001	-1	-1	0
13	9200001	-1	-1	0
13	9250001	-1	-1	0
13	9300001	-1	-1	0
13	9350001	-1	-1	0
13	9400001	-1	-1	0
13	9450001	-1	-1	0
13	9500001	-1	-1	0
13	9550001	-1	-1	0
13	9600001	-1	-1	0
13	9650001	-1	-1	0
13	9700001	-1	-1	0
13	9750001	-1	-1	0
13	9800001	-1	-1	0
13	9850001	-1	-1	0
13	9900001	-1	-1	0
13	9950001	-1	-1	0
13	10000001	-1	-1	0
13	10050001	-1	-1	0
13	10100001	-1	-1	0
13	10150001	-1	-1	0
13	10200001	-1	-1	0
13	10250001	-1	-1	0
13	10300001	-1	-1	0
13	10350001	-1	-1	0
13	10400001	-1	-1	0
13	10450001	-1	-1	0
13	10500001	-1	-1	0
13	10550001	-1	-1	0
13	10600001	-1	-1	0
13	10650001	-1	-1	0
13	10700001	-1	-1	0
13	10750001	-1	-1	0
13	10800001	-1	-1	0
13	10850001	-1	-1	0
13	10900001	-1	-1	0
13	10950001	-1	-1	0
