Chromosome	Start	Ratio	MedianRatio	CopyNumber
21	1	-1	-1	7
21	50001	-1	-1	7
21	100001	-1	-1	7
21	150001	-1	-1	7
21	200001	-1	-1	7
21	250001	-1	-1	7
21	300001	-1	-1	7
21	350001	-1	-1	7
21	400001	-1	-1	7
21	450001	-1	-1	7
21	500001	-1	-1	7
21	550001	-1	-1	7
21	600001	-1	-1	7
21	650001	-1	-1	7
21	700001	-1	-1	7
21	750001	-1	-1	7
21	800001	-1	-1	7
21	850001	-1	-1	7
21	900001	-1	-1	7
21	950001	-1	-1	7
21	1000001	-1	-1	7
21	1050001	-1	-1	7
21	1100001	-1	-1	7
21	1150001	-1	-1	7
21	1200001	-1	-1	7
21	1250001	-1	-1	7
21	1300001	-1	-1	7
21	1350001	-1	-1	7
21	1400001	-1	-1	7
21	1450001	-1	-1	7
21	1500001	-1	-1	7
21	1550001	-1	-1	7
21	1600001	-1	-1	7
21	1650001	-1	-1	7
21	1700001	-1	-1	7
21	1750001	-1	-1	7
21	1800001	-1	-1	7
21	1850001	-1	-1	7
21	1900001	-1	-1	7
21	1950001	-1	-1	7
21	2000001	-1	-1	7
21	2050001	-1	-1	7
21	2100001	-1	-1	7
21	2150001	-1	-1	7
21	2200001	-1	-1	7
21	2250001	-1	-1	7
21	2300001	-1	-1	7
21	2350001	-1	-1	7
21	2400001	-1	-1	7
21	2450001	-1	-1	7
21	2500001	-1	-1	7
21	2550001	-1	-1	7
21	2600001	-1	-1	7
21	2650001	-1	-1	7
21	2700001	-1	-1	7
21	2750001	-1	-1	7
21	2800001	-1	-1	7
21	2850001	-1	-1	7
21	2900001	-1	-1	7
21	2950001	-1	-1	7
21	3000001	-1	-1	7
21	3050001	-1	-1	7
21	3100001	-1	-1	7
21	3150001	-1	-1	7
21	3200001	-1	-1	7
21	3250001	-1	-1	7
21	3300001	-1	-1	7
21	3350001	-1	-1	7
21	3400001	-1	-1	7
21	3450001	-1	-1	7
21	3500001	-1	-1	7
21	3550001	-1	-1	7
21	3600001	-1	-1	7
21	3650001	-1	-1	7
21	3700001	-1	-1	7
21	3750001	-1	-1	7
21	3800001	-1	-1	7
21	3850001	-1	-1	7
21	3900001	-1	-1	7
21	3950001	-1	-1	7
21	4000001	-1	-1	7
21	4050001	-1	-1	7
21	4100001	-1	-1	7
21	4150001	-1	-1	7
