Chromosome	Start	Ratio	MedianRatio	CopyNumber
5	1	-1	-1	2
5	50001	-1	-1	2
5	100001	1.29633	1.21904	2
5	150001	0.707917	1.21904	2
5	200001	2.01642	1.21904	2
5	250001	1.20392	1.21904	2
5	300001	1.22943	1.21904	2
5	350001	1.34124	1.21904	2
5	400001	1.21904	1.21904	2
5	450001	0.724146	1.21904	2
5	500001	1.05884	1.21904	2
5	550001	5.5743	5.5743	11
5	600001	1.04144	0.855333	2
5	650001	0.669222	0.855333	2
5	700001	6.11527	6.11527	12
5	750001	0.881806	0.881806	2
5	800001	3.15284	3.15284	6
5	850001	1.4232	1.4232	3
5	900001	1.74982	1.4232	3
5	950001	1.06623	1.4232	3
5	1000001	0.614559	0.459243	1
5	1050001	0.459243	0.459243	1
5	1100001	0	0.459243	1
5	1150001	2.15274	1.72436	3
5	1200001	1.10793	1.72436	3
5	1250001	1.72436	1.72436	3
5	1300001	2.71635	2.71635	5
5	1350001	1.33116	1.08376	2
5	1400001	1.34142	1.08376	2
5	1450001	0.855387	1.08376	2
5	1500001	1.08376	1.08376	2
5	1550001	1.42626	1.08376	2
5	1600001	1.09157	1.08376	2
5	1650001	1.06991	1.08376	2
5	1700001	1.2143	1.08376	2
5	1750001	0.84298	1.08376	2
5	1800001	0.998092	1.08376	2
5	1850001	0.909441	1.08376	2
5	1900001	3.3066	3.3066	7
5	1950001	1.46537	1.42206	3
5	2000001	1.15182	1.42206	3
5	2050001	1.29312	1.42206	3
5	2100001	1.09304	1.42206	3
5	2150001	0.977883	1.42206	3
5	2200001	1.82876	1.42206	3
5	2250001	1.18667	1.42206	3
5	2300001	1.31377	1.42206	3
5	2350001	1.43498	1.42206	3
5	2400001	1.46427	1.42206	3
5	2450001	1.15294	1.42206	3
5	2500001	1.63823	1.42206	3
5	2550001	1.23302	1.42206	3
5	2600001	1.06891	1.42206	3
5	2650001	1.12861	1.42206	3
5	2700001	1.25224	1.42206	3
5	2750001	1.23784	1.42206	3
5	2800001	1.42368	1.42206	3
5	2850001	1.00569	1.42206	3
5	2900001	1.46624	1.42206	3
5	2950001	1.32293	1.42206	3
5	3000001	1.35303	1.42206	3
5	3050001	1.49121	1.42206	3
5	3100001	1.75009	1.42206	3
5	3150001	1.55492	1.42206	3
5	3200001	1.12737	1.42206	3
5	3250001	1.10616	1.42206	3
5	3300001	1.28037	1.42206	3
5	3350001	1.24924	1.42206	3
5	3400001	2.0069	1.42206	3
5	3450001	1.54122	1.42206	3
5	3500001	1.13144	1.42206	3
5	3550001	1.16365	1.42206	3
5	3600001	1.42173	1.42206	3
5	3650001	1.79481	1.42206	3
5	3700001	1.56474	1.42206	3
5	3750001	1.24131	1.42206	3
5	3800001	1.23108	1.42206	3
5	3850001	1.41878	1.42206	3
5	3900001	1.41829	1.42206	3
5	3950001	0.88208	1.42206	3
5	4000001	1.28645	1.42206	3
5	4050001	1.42483	1.42206	3
5	4100001	1.73788	1.42206	3
5	4150001	1.50802	1.42206	3
5	4200001	1.15628	1.42206	3
5	4250001	1.13806	1.42206	3
5	4300001	1.3374	1.42206	3
5	4350001	1.53811	1.42206	3
5	4400001	1.36766	1.42206	3
5	4450001	1.26407	1.42206	3
5	4500001	1.37223	1.42206	3
5	4550001	1.61241	1.42206	3
5	4600001	1.44117	1.42206	3
5	4650001	1.62225	1.42206	3
5	4700001	1.63895	1.42206	3
5	4750001	1.33688	1.42206	3
5	4800001	1.51814	1.42206	3
5	4850001	1.22663	1.42206	3
5	4900001	1.37345	1.42206	3
5	4950001	1.43366	1.42206	3
5	5000001	1.54159	1.42206	3
5	5050001	1.17979	1.42206	3
5	5100001	1.43455	1.42206	3
5	5150001	1.69582	1.42206	3
5	5200001	1.48563	1.42206	3
5	5250001	1.16066	1.42206	3
5	5300001	1.29845	1.42206	3
5	5350001	1.44676	1.42206	3
5	5400001	1.69758	1.42206	3
5	5450001	1.57077	1.42206	3
5	5500001	1.22947	1.42206	3
5	5550001	1.04786	1.42206	3
5	5600001	1.52504	1.42206	3
5	5650001	1.83098	1.42206	3
5	5700001	1.37342	1.42206	3
5	5750001	1.56677	1.42206	3
5	5800001	1.49468	1.42206	3
5	5850001	1.10219	1.42206	3
5	5900001	1.35789	1.42206	3
5	5950001	1.56396	1.42206	3
5	6000001	1.69321	1.42206	3
5	6050001	1.89258	1.42206	3
5	6100001	1.08742	1.42206	3
5	6150001	1.26081	1.42206	3
5	6200001	1.25621	1.42206	3
5	6250001	1.39015	1.42206	3
5	6300001	1.4526	1.42206	3
5	6350001	1.63903	1.42206	3
5	6400001	1.53286	1.42206	3
5	6450001	1.30206	1.42206	3
5	6500001	1.74945	1.42206	3
5	6550001	1.89863	1.42206	3
