Chromosome	Start	Ratio	MedianRatio	CopyNumber
14	1	-1	-1	0
14	50001	-1	-1	0
14	100001	-1	-1	0
14	150001	-1	-1	0
14	200001	-1	-1	0
14	250001	-1	-1	0
14	300001	-1	-1	0
14	350001	-1	-1	0
14	400001	-1	-1	0
14	450001	-1	-1	0
14	500001	-1	-1	0
14	550001	-1	-1	0
14	600001	-1	-1	0
14	650001	-1	-1	0
14	700001	-1	-1	0
14	750001	-1	-1	0
14	800001	-1	-1	0
14	850001	-1	-1	0
14	900001	-1	-1	0
14	950001	-1	-1	0
14	1000001	-1	-1	0
14	1050001	-1	-1	0
14	1100001	-1	-1	0
14	1150001	-1	-1	0
14	1200001	-1	-1	0
14	1250001	-1	-1	0
14	1300001	-1	-1	0
14	1350001	-1	-1	0
14	1400001	-1	-1	0
14	1450001	-1	-1	0
14	1500001	-1	-1	0
14	1550001	-1	-1	0
14	1600001	-1	-1	0
14	1650001	-1	-1	0
14	1700001	-1	-1	0
14	1750001	-1	-1	0
14	1800001	-1	-1	0
14	1850001	-1	-1	0
14	1900001	-1	-1	0
14	1950001	-1	-1	0
14	2000001	-1	-1	0
14	2050001	-1	-1	0
14	2100001	-1	-1	0
14	2150001	-1	-1	0
14	2200001	-1	-1	0
14	2250001	-1	-1	0
14	2300001	-1	-1	0
14	2350001	-1	-1	0
14	2400001	-1	-1	0
14	2450001	-1	-1	0
14	2500001	-1	-1	0
14	2550001	-1	-1	0
14	2600001	-1	-1	0
14	2650001	-1	-1	0
14	2700001	-1	-1	0
14	2750001	-1	-1	0
14	2800001	-1	-1	0
14	2850001	-1	-1	0
14	2900001	-1	-1	0
14	2950001	-1	-1	0
14	3000001	-1	-1	0
14	3050001	-1	-1	0
14	3100001	-1	-1	0
14	3150001	-1	-1	0
14	3200001	-1	-1	0
14	3250001	-1	-1	0
14	3300001	-1	-1	0
14	3350001	-1	-1	0
14	3400001	-1	-1	0
14	3450001	-1	-1	0
14	3500001	-1	-1	0
14	3550001	-1	-1	0
14	3600001	-1	-1	0
14	3650001	-1	-1	0
14	3700001	-1	-1	0
