Chromosome	Start	Ratio	MedianRatio	CopyNumber
9	1	1.14284	0.864834	2
9	50001	0.961287	0.864834	2
9	100001	1.0997	0.864834	2
9	150001	1.04076	0.864834	2
9	200001	0.569883	0.864834	2
9	250001	1.27145	0.864834	2
9	300001	0.739156	0.864834	2
9	350001	0.78634	0.864834	2
9	400001	1.04263	0.864834	2
9	450001	0.622648	0.864834	2
9	500001	0.694494	0.864834	2
9	550001	0.757134	0.864834	2
9	600001	0.925473	0.864834	2
9	650001	1.09924	0.864834	2
9	700001	0.651364	0.864834	2
9	750001	0.593771	0.864834	2
9	800001	0.91086	0.864834	2
9	850001	0.58463	0.864834	2
9	900001	1.26406	0.864834	2
9	950001	0.672178	0.864834	2
9	1000001	0.766292	0.864834	2
9	1050001	0.755449	0.864834	2
9	1100001	0.863967	0.864834	2
9	1150001	1.05615	0.864834	2
9	1200001	0.763323	0.864834	2
9	1250001	0.999749	0.864834	2
9	1300001	0.693711	0.864834	2
9	1350001	0.866987	0.864834	2
9	1400001	0.917152	0.864834	2
9	1450001	0.960436	0.864834	2
9	1500001	0.966978	0.864834	2
9	1550001	0.939285	0.864834	2
9	1600001	0.866569	0.864834	2
9	1650001	0.966792	0.864834	2
9	1700001	0.854179	0.864834	2
9	1750001	0.884471	0.864834	2
9	1800001	0.990292	0.864834	2
9	1850001	1.11522	0.864834	2
9	1900001	0.583399	0.864834	2
9	1950001	0.978732	0.864834	2
9	2000001	0.966448	0.864834	2
9	2050001	0.548905	0.864834	2
9	2100001	0.868728	0.864834	2
9	2150001	1.14327	0.864834	2
9	2200001	0.938695	0.864834	2
9	2250001	1.11458	0.864834	2
9	2300001	0.942563	0.864834	2
9	2350001	0.75289	0.864834	2
9	2400001	0.988634	0.864834	2
9	2450001	0.757643	0.864834	2
9	2500001	1.0534	0.864834	2
9	2550001	1.06599	0.864834	2
9	2600001	0.711678	0.864834	2
9	2650001	0.701726	0.864834	2
9	2700001	1.02443	0.864834	2
9	2750001	0.854718	0.864834	2
9	2800001	1.14406	0.864834	2
9	2850001	0.856091	0.864834	2
9	2900001	0.821514	0.864834	2
9	2950001	1.07169	0.864834	2
9	3000001	0.908956	0.864834	2
9	3050001	0.791891	0.864834	2
9	3100001	0.578876	0.864834	2
9	3150001	0.869877	0.864834	2
9	3200001	0.761834	0.864834	2
9	3250001	0.927161	0.864834	2
9	3300001	0.975408	0.864834	2
9	3350001	0.963128	0.864834	2
9	3400001	0.803027	0.864834	2
9	3450001	0.949224	0.864834	2
9	3500001	1.17876	0.864834	2
9	3550001	0.913741	0.864834	2
9	3600001	0.845441	0.864834	2
9	3650001	0.866154	0.864834	2
9	3700001	1.2192	0.864834	2
9	3750001	0.83873	0.864834	2
9	3800001	0.962468	0.864834	2
9	3850001	0.930191	0.864834	2
9	3900001	0.590163	0.864834	2
9	3950001	0.856341	0.864834	2
9	4000001	0.744156	0.864834	2
9	4050001	0.920711	0.864834	2
9	4100001	0.693367	0.864834	2
9	4150001	0.930824	0.864834	2
9	4200001	0.627852	0.864834	2
9	4250001	0.867932	0.864834	2
9	4300001	0.867293	0.864834	2
9	4350001	0.875716	0.864834	2
9	4400001	0.659846	0.864834	2
9	4450001	0.673157	0.864834	2
9	4500001	0.870703	0.864834	2
9	4550001	0.604337	0.864834	2
9	4600001	0.900285	0.864834	2
9	4650001	0.864396	0.864834	2
9	4700001	0.789275	0.864834	2
9	4750001	0.805273	0.864834	2
9	4800001	0.790136	0.864834	2
9	4850001	0.874793	0.864834	2
9	4900001	0.662037	0.864834	2
9	4950001	0.904442	0.864834	2
9	5000001	1.1344	0.864834	2
9	5050001	0.65191	0.864834	2
9	5100001	0.710941	0.864834	2
9	5150001	1.01795	0.864834	2
9	5200001	0.962982	0.864834	2
9	5250001	0.92595	0.864834	2
9	5300001	0.792797	0.864834	2
9	5350001	0.933122	0.864834	2
9	5400001	0.911715	0.864834	2
9	5450001	1.09678	0.864834	2
9	5500001	1.05716	0.864834	2
9	5550001	0.994464	0.864834	2
9	5600001	1.0482	0.864834	2
9	5650001	0.74101	0.864834	2
9	5700001	0.979782	0.864834	2
9	5750001	1.23976	0.864834	2
9	5800001	0.742691	0.864834	2
9	5850001	1.17814	0.864834	2
9	5900001	0.803208	0.864834	2
9	5950001	1.20798	0.864834	2
9	6000001	0.719007	0.864834	2
9	6050001	0.789807	0.864834	2
9	6100001	0.743677	0.864834	2
9	6150001	1.02075	0.864834	2
9	6200001	1.09089	0.864834	2
9	6250001	1.02467	0.864834	2
9	6300001	0.818467	0.864834	2
9	6350001	0.926254	0.864834	2
9	6400001	0.969543	0.864834	2
9	6450001	1.03154	0.864834	2
9	6500001	0.652222	0.864834	2
9	6550001	0.823813	0.864834	2
9	6600001	0.480962	0.864834	2
9	6650001	0.624907	0.864834	2
9	6700001	0.665721	0.864834	2
9	6750001	0.459706	0.864834	2
9	6800001	0.792782	0.864834	2
9	6850001	0.649811	0.864834	2
9	6900001	0.659027	0.864834	2
9	6950001	0.633248	0.864834	2
9	7000001	0.91317	0.864834	2
9	7050001	0.738003	0.864834	2
9	7100001	0.870714	0.864834	2
9	7150001	0.691255	0.864834	2
9	7200001	0.81075	0.864834	2
9	7250001	0.813241	0.864834	2
9	7300001	0.898433	0.864834	2
9	7350001	0.869536	0.864834	2
9	7400001	0.624997	0.864834	2
9	7450001	0.76097	0.864834	2
9	7500001	0.845294	0.864834	2
9	7550001	0.670569	0.864834	2
9	7600001	0.984562	0.864834	2
9	7650001	0.704629	0.864834	2
