Chromosome	Start	Ratio	MedianRatio	CopyNumber
16	1	0	0.435269	1
16	50001	1.09562	0.435269	1
16	100001	0.28124	0.435269	1
16	150001	1.30376	0.435269	1
16	200001	0.612405	0.435269	1
16	250001	1.217	0.435269	1
16	300001	0.358306	0.435269	1
16	350001	0.721367	0.435269	1
16	400001	0.375291	0.435269	1
16	450001	0.941022	0.435269	1
16	500001	1.09835	0.435269	1
16	550001	0.642585	0.435269	1
16	600001	0.252295	0.435269	1
16	650001	0.452465	0.435269	1
16	700001	0.150434	0.435269	1
16	750001	0.321649	0.435269	1
16	800001	0.349724	0.435269	1
16	850001	0.456253	0.435269	1
16	900001	0.403006	0.435269	1
16	950001	0.581281	0.435269	1
16	1000001	0.503645	0.435269	1
16	1050001	0.450298	0.435269	1
16	1100001	0.285447	0.435269	1
16	1150001	0.225679	0.435269	1
16	1200001	0.123741	0.435269	1
16	1250001	0.40489	0.435269	1
16	1300001	0.73646	0.435269	1
16	1350001	0.405545	0.435269	1
16	1400001	0.412381	0.435269	1
16	1450001	0.273437	0.435269	1
16	1500001	0.366259	0.435269	1
16	1550001	0.293609	0.435269	1
16	1600001	0.435269	0.435269	1
16	1650001	1.12599	0.435269	1
16	1700001	1.03412	0.435269	1
16	1750001	0.426332	0.435269	1
16	1800001	0.265704	0.435269	1
16	1850001	0.648979	0.435269	1
16	1900001	1.40149	0.435269	1
16	1950001	0.848315	0.435269	1
16	2000001	0.70345	0.435269	1
16	2050001	0.499808	0.435269	1
16	2100001	0.243038	0.435269	1
16	2150001	0.539287	0.435269	1
16	2200001	0.541301	0.435269	1
16	2250001	0.410691	0.435269	1
16	2300001	0.341326	0.435269	1
16	2350001	0.841238	0.862673	2
16	2400001	1.19406	0.862673	2
16	2450001	1.16685	0.862673	2
16	2500001	0.44216	0.862673	2
16	2550001	0.67688	0.862673	2
16	2600001	0.587087	0.862673	2
16	2650001	0.485959	0.862673	2
16	2700001	0.778566	0.862673	2
16	2750001	0.573699	0.862673	2
16	2800001	1.10054	0.862673	2
16	2850001	0.771959	0.862673	2
16	2900001	1.00385	0.862673	2
16	2950001	0.855467	0.862673	2
16	3000001	0.379054	0.862673	2
16	3050001	0.650538	0.862673	2
16	3100001	1.08148	0.862673	2
16	3150001	0.710029	0.862673	2
16	3200001	0.763726	0.862673	2
16	3250001	0.934771	0.862673	2
16	3300001	0.912041	0.862673	2
16	3350001	1.19069	0.862673	2
16	3400001	1.24139	0.862673	2
16	3450001	1.06091	0.862673	2
16	3500001	0.80636	0.862673	2
16	3550001	1.32023	0.862673	2
16	3600001	0.5698	0.862673	2
16	3650001	0.944192	0.862673	2
16	3700001	0.838137	0.862673	2
16	3750001	0.899889	0.862673	2
16	3800001	0.909261	0.862673	2
16	3850001	1.02192	0.862673	2
16	3900001	1.02494	0.862673	2
16	3950001	0.794971	0.862673	2
16	4000001	0.635666	0.862673	2
16	4050001	0.788208	0.862673	2
16	4100001	1.27894	0.862673	2
16	4150001	0.794911	0.862673	2
16	4200001	1.04015	0.862673	2
16	4250001	0.634814	0.862673	2
16	4300001	1.19401	0.862673	2
16	4350001	0.25243	0.862673	2
16	4400001	0.383789	0.862673	2
16	4450001	0.823478	0.862673	2
16	4500001	0.975408	0.862673	2
16	4550001	1.23079	0.862673	2
16	4600001	0.956031	0.862673	2
16	4650001	0.876667	0.862673	2
16	4700001	0.409608	0.862673	2
16	4750001	1.04803	0.862673	2
16	4800001	0.802824	0.862673	2
16	4850001	0.91385	0.862673	2
16	4900001	0.862673	0.862673	2
16	4950001	0.778308	0.862673	2
16	5000001	0.869711	0.862673	2
16	5050001	1.10784	0.862673	2
16	5100001	0.769915	0.862673	2
16	5150001	0.872455	0.862673	2
16	5200001	1.46344	1.13416	2
16	5250001	1.06652	1.13416	2
16	5300001	0.993677	1.13416	2
16	5350001	1.37272	1.13416	2
16	5400001	1.14162	1.13416	2
16	5450001	0.87333	1.13416	2
16	5500001	1.09575	1.13416	2
16	5550001	1.09253	1.13416	2
16	5600001	1.09507	1.13416	2
16	5650001	1.1803	1.13416	2
16	5700001	1.23156	1.13416	2
16	5750001	1.47835	1.13416	2
16	5800001	1.04727	1.13416	2
16	5850001	1.01466	1.13416	2
16	5900001	0.942114	1.13416	2
16	5950001	1.27782	1.13416	2
16	6000001	1.20591	1.13416	2
16	6050001	0.952366	1.13416	2
16	6100001	1.65475	1.13416	2
16	6150001	1.06561	1.13416	2
16	6200001	1.14484	1.13416	2
16	6250001	1.11089	1.13416	2
16	6300001	1.29276	1.13416	2
16	6350001	1.28071	1.13416	2
16	6400001	1.02471	1.13416	2
16	6450001	1.61421	1.13416	2
16	6500001	1.17922	1.13416	2
16	6550001	1.57591	1.13416	2
16	6600001	1.15605	1.13416	2
16	6650001	1.28082	1.13416	2
16	6700001	1.01295	1.13416	2
16	6750001	1.36773	1.13416	2
16	6800001	1.29321	1.13416	2
16	6850001	0.90671	1.13416	2
16	6900001	1.07262	1.13416	2
16	6950001	0.976827	1.13416	2
16	7000001	1.043	1.13416	2
16	7050001	0.86241	1.13416	2
16	7100001	0.986614	1.13416	2
16	7150001	0.929463	1.13416	2
16	7200001	1.02004	1.13416	2
16	7250001	1.46251	1.13416	2
16	7300001	1.20613	1.13416	2
16	7350001	1.24701	1.13416	2
16	7400001	0.925787	1.13416	2
16	7450001	1.06566	1.13416	2
16	7500001	1.16149	1.13416	2
16	7550001	0.748012	1.13416	2
16	7600001	1.17952	1.13416	2
16	7650001	0.974904	1.13416	2
16	7700001	0.872751	1.13416	2
16	7750001	1.1107	1.13416	2
16	7800001	0.738257	1.13416	2
16	7850001	0.876913	1.13416	2
16	7900001	1.23681	1.13416	2
16	7950001	1.17931	1.13416	2
16	8000001	1.1969	1.13416	2
16	8050001	1.15614	1.13416	2
16	8100001	1.13534	1.13416	2
16	8150001	0.896173	1.13416	2
16	8200001	0.974895	1.13416	2
16	8250001	1.06723	1.13416	2
16	8300001	0.953151	1.13416	2
16	8350001	1.04462	1.13416	2
16	8400001	1.0654	1.13416	2
16	8450001	1.11662	1.13416	2
