Chromosome	Start	Ratio	MedianRatio	CopyNumber
12	1	-1	-1	2
12	50001	1.53741	1.53741	3
12	100001	0.111966	0.111966	0
12	150001	2.23135	2.23135	4
12	200001	0.866764	0.946068	2
12	250001	0.518389	0.946068	2
12	300001	0.521019	0.946068	2
12	350001	1.08973	0.946068	2
12	400001	1.19007	0.946068	2
12	450001	1.00787	0.946068	2
12	500001	1.19376	0.946068	2
12	550001	1.05653	0.946068	2
12	600001	0.722005	0.946068	2
12	650001	0.849923	0.946068	2
12	700001	0.887434	0.946068	2
12	750001	0.948382	0.946068	2
12	800001	0.973384	0.946068	2
12	850001	0.76448	0.946068	2
12	900001	1.17899	0.946068	2
12	950001	1.21476	0.946068	2
12	1000001	1.17746	0.946068	2
12	1050001	1.09998	0.946068	2
12	1100001	0.915322	0.946068	2
12	1150001	0.829393	0.946068	2
12	1200001	1.05813	0.946068	2
12	1250001	0.798854	0.946068	2
12	1300001	1.0199	0.946068	2
12	1350001	1.00255	0.946068	2
12	1400001	0.987428	0.946068	2
12	1450001	1.21874	0.946068	2
12	1500001	1.13752	0.946068	2
12	1550001	1.0637	0.946068	2
12	1600001	0.619206	0.946068	2
12	1650001	0.838428	0.946068	2
12	1700001	0.869902	0.946068	2
12	1750001	1.20463	0.946068	2
12	1800001	1.12605	0.946068	2
12	1850001	1.47998	0.946068	2
12	1900001	0.662596	0.946068	2
12	1950001	0.647926	0.946068	2
12	2000001	0.868412	0.946068	2
12	2050001	1.44295	0.946068	2
12	2100001	1.02327	0.946068	2
12	2150001	1.08537	0.946068	2
12	2200001	0.879501	0.946068	2
12	2250001	1.03296	0.946068	2
12	2300001	0.877217	0.946068	2
12	2350001	0.970385	0.946068	2
12	2400001	0.847929	0.946068	2
12	2450001	1.0542	0.946068	2
12	2500001	0.864388	0.946068	2
12	2550001	0.729924	0.946068	2
12	2600001	0.869069	0.946068	2
12	2650001	0.90638	0.946068	2
12	2700001	0.760481	0.946068	2
12	2750001	0.694287	0.946068	2
12	2800001	1.2196	0.946068	2
12	2850001	1.06124	0.946068	2
12	2900001	0.669727	0.946068	2
12	2950001	1.07374	0.946068	2
12	3000001	0.980454	0.946068	2
12	3050001	0.582933	0.946068	2
12	3100001	0.557703	0.946068	2
12	3150001	0.823389	0.946068	2
12	3200001	0.992848	0.946068	2
12	3250001	0.688027	0.946068	2
12	3300001	0.730479	0.946068	2
