Chromosome	Start	Ratio	MedianRatio	CopyNumber
8	1	0.403497	0.84843	2
8	50001	0.641993	0.84843	2
8	100001	0.742147	0.84843	2
8	150001	0.910459	0.84843	2
8	200001	0.999649	0.84843	2
8	250001	0.747555	0.84843	2
8	300001	0.856659	0.84843	2
8	350001	0.966201	0.84843	2
8	400001	1.017	0.84843	2
8	450001	1.02138	0.84843	2
8	500001	0.665163	0.84843	2
8	550001	0.840201	0.84843	2
8	600001	1.13155	0.84843	2
8	650001	0.815984	0.84843	2
8	700001	0.826439	0.84843	2
8	750001	1.01285	0.84843	2
8	800001	1.07314	0.84843	2
8	850001	0.58207	0.84843	2
8	900001	0.691937	0.84843	2
8	950001	1.4269	0.84843	2
8	1000001	1.00654	0.84843	2
8	1050001	0.807631	0.84843	2
8	1100001	0.882415	0.84843	2
8	1150001	0.764302	0.84843	2
8	1200001	0.65605	0.84843	2
8	1250001	1.08584	0.84843	2
8	1300001	0.601852	0.84843	2
8	1350001	0.774685	0.84843	2
8	1400001	1.0042	0.84843	2
8	1450001	0.720016	0.84843	2
8	1500001	0.815873	0.84843	2
8	1550001	0.775973	0.84843	2
8	1600001	1.05111	0.84843	2
8	1650001	0.922342	0.84843	2
8	1700001	0.911544	0.84843	2
8	1750001	1.04352	0.84843	2
8	1800001	0.889396	0.84843	2
8	1850001	0.639284	0.84843	2
8	1900001	0.867003	0.84843	2
8	1950001	1.01853	0.84843	2
8	2000001	0.706448	0.84843	2
8	2050001	0.81917	0.84843	2
8	2100001	1.13797	0.84843	2
8	2150001	0.762967	0.84843	2
8	2200001	1.92666	1.78442	4
8	2250001	1.64218	1.78442	4
8	2300001	0.903689	1.01543	2
8	2350001	0.810775	1.01543	2
8	2400001	0.764318	1.01543	2
8	2450001	1.19749	1.01543	2
8	2500001	1.17101	1.01543	2
8	2550001	0.930498	1.01543	2
8	2600001	1.09807	1.01543	2
8	2650001	1.07488	1.01543	2
8	2700001	1.20587	1.01543	2
8	2750001	1.07305	1.01543	2
8	2800001	1.07399	1.01543	2
8	2850001	0.923517	1.01543	2
8	2900001	1.12964	1.01543	2
8	2950001	1.07654	1.01543	2
8	3000001	0.941274	1.01543	2
8	3050001	1.1594	1.01543	2
8	3100001	0.746053	1.01543	2
8	3150001	1.14901	1.01543	2
8	3200001	1.23036	1.01543	2
8	3250001	0.686908	1.01543	2
8	3300001	0.773546	1.01543	2
8	3350001	0.885531	1.01543	2
8	3400001	1.07394	1.01543	2
8	3450001	1.27008	1.01543	2
8	3500001	0.867065	1.01543	2
8	3550001	0.905518	1.01543	2
8	3600001	0.866771	1.01543	2
8	3650001	0.845853	1.01543	2
8	3700001	1.09067	1.01543	2
8	3750001	1.15071	1.01543	2
8	3800001	0.912342	1.01543	2
8	3850001	0.959927	1.01543	2
8	3900001	1.44498	1.01543	2
8	3950001	1.00796	1.01543	2
8	4000001	0.856453	1.01543	2
8	4050001	1.04459	1.01543	2
8	4100001	0.989689	1.01543	2
8	4150001	0.959685	1.01543	2
8	4200001	0.856	1.01543	2
8	4250001	0.965978	1.01543	2
8	4300001	1.0995	1.01543	2
8	4350001	1.29712	1.01543	2
8	4400001	1.09125	1.01543	2
8	4450001	1.1278	1.01543	2
8	4500001	1.10856	1.01543	2
8	4550001	0.976274	1.01543	2
8	4600001	1.10882	1.01543	2
8	4650001	0.921476	1.01543	2
8	4700001	1.01552	1.01543	2
8	4750001	1.07819	1.01543	2
8	4800001	1.0486	1.01543	2
8	4850001	0.809375	1.01543	2
8	4900001	1.4182	1.01543	2
8	4950001	1.24061	1.01543	2
8	5000001	1.18567	1.01543	2
8	5050001	1.29887	1.01543	2
8	5100001	0.813798	1.01543	2
8	5150001	1.09037	1.01543	2
8	5200001	1.01534	1.01543	2
8	5250001	1.39162	1.01543	2
8	5300001	1.33024	1.01543	2
8	5350001	0.857467	1.01543	2
